user,review,rating
Pengguna Google,Mohon diperbaiki..setelah di upgrad apliksi jadi lemot suka keluar,2
Pengguna Google,"lama kali proses paket nya, lain kali kembangin aplikasi ny pakai fitur pelacak kyk di apk merah jadi bisa dilihat dimana paket nya padahal paket ny saya mesen di kota saya sendiri loh",2
Pengguna Google,Kasih 4,4
Pengguna Google,Setiap pesen barang pasti selalu over dari estimasi datangnya,1
Pengguna Google,Kemunduran,3
Pengguna Google,Harga Ongkir lebih mahal ketimbang barang belanja,3
Pengguna Google,Saya ingin mengajukan komplain dipersulit,1
Pengguna Google,"Tokopedia care amat sangat tidak berguna, sangat tidak membantu, cuma buang2 waktu tanpa solusi, buat yg mau pakai tokopedia lagi sebaiknya jangan, ujung2nya pasti menyesal🥱",1
Pengguna Google,Aplikasi jadi lamaaaaa banget bukanya. Udah bersihin cache tetep aja lama responnya.,1
Pengguna Google,jos,3
Pengguna Google,"hai tokped, saya setiap belanja kenapa tidak bisa menggunakan gopay latter nya ya? pdhl ada belanjaan yg ada penawaran nya bs pake latter, begitu di ajukan paylater nya di tolak, di chat pun gak bs dpt info, kenapa ya",5
Pengguna Google,bagus,5
Pengguna Google,Sepertinya update sekarang bermasalah. Pindah page error setelah klik produk. Sebelumnya sih oke.,1
Pengguna Google,"Banyak toko Reseller yg menipu konsumen dgn nyebar lokasi toko diberbagai kota, tp kirimnya dari jakarta, markup harga barang tinggi tp kirimnya lebih lama!! dgn pakai trik menahan status proses hingga maksimal dan memakai trik kirim resi palsu, pihak admin tidak mau bantu retur barang krna estimasi melebihi kiriman dalam 1 kota!! tokopedia sangat tdk rekomended!! konsumen byk dirugikan waktu",1
Pengguna Google,"Org belanja udh jarang, akun malah diblokir.....lah, gw udh lama blm buka, sekarang toped tambah aneh, Gulung TIKER aja lu kaya TUTUP LAPAK",1
Pengguna Google,Susah namatin nya karna pay to win,5
Pengguna Google,Banyak discon nya,5
Pengguna Google,"di hp kentang, aplikasi ini jauhhhh lebih ringan daripada olshop orange. walaupun katalog barangnya banyak kurang nya, setidaknya yg barang ORI banyak sih",5
Pengguna Google,keren,5
Pengguna Google,ok,5
Pengguna Google,"E commerce yang buruk, ini error itu error. Isinya kok bermasalah melulu.",1
Pengguna Google,Jlek,1
Pengguna Google,"Update baru 10 - 3 - 2025 bikin ribet,mau lihat pemberitahuan/transaksi hrs klik profile,chat error...saya kurangin ☆ byk yg komplain akibat update baru.biar cepat diperbaiki..",1
Pengguna Google,"Apk nya sangat berguna untuk belanja online, tapi masih agak berat sih, lemot, trus waktu saya mau sambungin Tokopedia ini ama tiktok shop kok gk bisa, padahal di tiktok shop notif nya udh tersambung, aneh sih",1
Pengguna Google,"Bintang Lima buat Tokopedia, bersihkan toko toko yang suka nakal kepada Konsumen, biar selalu kami betah dan nyaman berbelanja lewat Tokopedia ini..",5
Pengguna Google,lambat dalam pembayaran,4
Pengguna Google,klo bisa kurir jne ga Adain ja di toped sangat lambat,1
Pengguna Google,Sering error :(,1
Pengguna Google,"Kaga ada diskon ,kaya sebelah dong gratis ongkir terusssss ,saya hapus🙏",1
Pengguna Google,bagus,5
Pengguna Google,Bye tokopedia.. UNINSTAL,1
Pengguna Google,TOLONG PERCEPAT MASA KIRIM PAKETNYA!,4
Pengguna Google,"Saya pesan barang dari tgl 3, dan pada tanggal 4 keterangannya sudah dikembalikan ke pengirim, tapi sampai tgl 11, belum bisa dicancel dan ajukan refund, ini terlalu buang2 waktu, semestinya kalau gbsa dikirim, sistemnya lgsg batalkan dan refund, saya buang2 waktu menunggu cmn untuk refund dana nya, pdahal lagi butuh sama barangnya, KECEWA banget.",1
Pengguna Google,Mw coba dulu kl jelek gk enak mw di hapus,5
Pengguna Google,"Kecewa, kalau ada promo sudah di co malah dibatalkan oleh sistem",1
Pengguna Google,good,5
Pengguna Google,"Jarang dapat gratis ongkir, udah gitu kalau ada promo di CO malah dibatalkan oleh pihak sistrmnya",1
Pengguna Google,semua ada dan banyak discoun,5
Pengguna Google,"Transaksi pake Qris ga guna malah rugi, di qrisnya udah sukses terkirim tapi di Tokopedia malah belum sukses disuruh bayar lagi. Mana uangnya ga kembali. Tokopedia kembalikan uangku!!! Ada ga email yang bisa dihubungi untuk memberikan bukti pembayaran & kerusakan di aplikasi Tokopedia? Update terbaru, saldo kembali setelah beberapa hari tapi jadi Saldo Tokopedia",5
Pengguna Google,Update terus. Tapi masih aja banyak seller bodong & biaya ongkir tetap mahal.,1
Pengguna Google,Gak pernah dapet gratis ongkir dan diskon potongan lagi.. jadi males belanja disini,1
Pengguna Google,"fitur filter:1_harus ada Offical Store:Barang dijamin Original. 2_urutan harga harus teratur,tidak berantakan",3
Pengguna Google,juara,5
Pengguna Google,Mantap,5
Pengguna Google,"Pusing di toko sini menunya ribet ,.toko ny tulisan free ongkir pas di cek out smua toko ta cek 1 per 1 tetp aja ongkir 15,500 aneh trus free ongkir ny ga bisa di klik anehh",1
Pengguna Google,Bagus pelayanan nya,5
Pengguna Google,Bagus,5
Pengguna Google,Saya KECEWA Tidak ada respon dari penjual (toko siluman). Gak jelas!.#gag fashion #murbang toko Seumpama di jawab dari penjual kita bisa pindah toko lain buat beli barang yg kita mau (sudah 4 hari no respon) (tolong buat pihak TOKOPEDIA buang aja penjual spt ni) tlong di cek toko²/penjual² yg gak niat jualan.,1
Pengguna Google,saya beli barang menggunakan jasa Alfamart tapi malah paket di tolak sistem sehingga untuk menarik kembali harus terkena administrasi. walau cuma 2.000 tapi cukup berguna uangnya,1
Pengguna Google,"sekarang ini mulai banyak penjual gak ngerespon, orderan sy sering diabaikan sampai sistim membatalkan orderan pada waktu yg udh lumayan lama. Admin tokped tolong lah di tindak lanjuti penjual penjual model begini, niat gak sih tuh penjual jualannya....please penjual kayak gini ditegur atau ditutup aja, ngeselin banget oderan di cuekin",4
Pengguna Google,siplah,5
Pengguna Google,Setelah update level membership tidak bisa di temukan,1
Pengguna Google,"tokopedia ga bikin ribet, mengesankan👍",5
Pengguna Google,Lokasi login tidak sama,1
Pengguna Google,siiip,4
Pengguna Google,"Sekarang tokopedia susah belanja, di tunggu beberapa hari eh trs2 pembatan sistem.. Ini gmna apakah aplikasi tokopedia bangkrut atau gmna trs2 seperti ini yg otomatis pembeli semua kecewa....",3
Pengguna Google,grecep and amanah,5
Pengguna Google,semoga saya bisa terpilih untuk memakai spay leter nya,5
Pengguna Google,"Saya sudah lama belanja online dengan toko pedia, bagus, bertanggung jawab, misal barang gak ada tapi sudah bayar dananya dikembalikan, sukses terus toped.",5
Pengguna Google,bagus sekali,5
Pengguna Google,Good,5
Pengguna Google,UPLOAD TAMBAH PRODUK KENAPA 95% TERUSS??????,1
Pengguna Google,Gw sering banget belanja disini ga dikirim tiba2 di cancel ga taunya tokonya udah tutup tapi masih bisa Terima order. Di refund sih tp kan ada jasa nya ga di refund walau cuma 2 rb. Kalo toko sudah ga aktif beberapa hari tuh kasih notif lah ke customer kaya Shopee. Payah,1
Pengguna Google,mantaps,5
Pengguna Google,"Aplikasi rusak sudah berbulan-bulan tidak ada perbaikan, tidak bisa upload file/gambar/foto pada ulasan selalu gagal, jadi tidak bisa maksimal mmberikan ulasan tntang keadaan produk yg d beli",1
Pengguna Google,knp pesanan saya dibatalkan sistem??,1
Pengguna Google,Gak tenang belanja di sini barang nya gak nyampe - nyampe udah 5 hari masih belum ada status shipping terbaru,2
Pengguna Google,mantul,5
Pengguna Google,"Jelek bgt asli pelayanannya ga bgt. Ada seller nipu udh diaduin ke cs nya, udh pake video unboxing dan ss an kalo tu toko isi ulasannya org2 yg ketipu, alih2 bilang akan ditangani malah ngmng akan kami pelajari dulu, lah apanya udh jelas2 nipu bgtu, masi ada jg tokonya jualan smpe skrng. Mau retur barang, nanya2 ama cs balesnya lama bgt, di chat jam 10 pagi bales set 10 malem, bgtu trus gmn mau cpt kelar masalahnya. Di chat jam 1 siang gabales ampe besoknua hadehhh. Ga lagi2 belanja disini bye..",1
Pengguna Google,Koplak minta update malah tidak bisa update makin kesini makin parah,1
Pengguna Google,Ga kaya toko sebelah ..,3
Pengguna Google,mudah simpel,4
Pengguna Google,"Pengiriman lama, barang mahal, jarang ada diskon / promo Mengecewakan customer",1
Pengguna Google,"Lama kelamaan makin butut ,ga jelas , berat , lelet , lemot bgt , pindah aja ke toko sebelah , lama2 bikin emosi apk nya",1
Pengguna Google,"Tolong dong saya penguna lama dan pas komplain itu barang tanggal 5 dan tunggu tanggal 8 kenapa sampai sekarang tangggal 10belum bisa di klam males ini wah, jangan bikin penguna pada lari hadehh",3
Pengguna Google,sangat puas belanja di Tokopedia,2
Pengguna Google,alhamdulillah dengan adanya Tokopedia ini bisa membantu orang2 untuk berinteraksi dan bertransaksi.,5
Pengguna Google,Parah gak nongol ke toko untuk beli selalu gitu setelah update parah Tolong di perbaiki,3
Pengguna Google,mantap,5
Pengguna Google,Sangat recomended,5
Pengguna Google,Akun saya diretas orang. Mau ngubah nomor telepon dengan email saja tidak bisa. Apakah ada kerjasama dengan sipembobol?,1
Pengguna Google,bagus,5
Pengguna Google,"Hahahahah Aku sudah lama berhenti dri aplikasi ini krna kualtas nya makin buruk, dan aku cba kembali ke aplikasi ini dan setelah aku liat bnyk yg ngasih bintang 1 dan komen negatif aku ngk jadi isntal aplikasi burik ini,kukira sudah bagus ternyata makin parah,",1
Pengguna Google,baik puas belanja di tokopedia murah,5
Pengguna Google,"coba kalo kirim ke Sumsel jgn pakek sicepat halu?, gak nyampe"" dah seminggu, padahal dah bayar dulu, mending kalo cod, ini dah bayar barang gak nyampe""",3
Pengguna Google,aku karna banyak gratis ongkir,5
Pengguna Google,Pokok nya mantap belanja di toko pedia selalu ada bonus semoga lancar terus toko pedia,5
Pengguna Google,Bagus berguna banget,5
Pengguna Google,Marketplace dengan Pengiriman Terlama sampai Rumah No 1 se -Indonesia 😢😢😄😄😄👎👎👎paling lama sampainya,1
Pengguna Google,"Tokopedia ud kalah saing ama shopee . gratis ongkir ud jarang banget , transfer virtual account kena biaya . klo orange pdhal aplikasi luar , sering gratis ongkir , transfer virtual account gratis .",1
Pengguna Google,Sangat membantu,5
Pengguna Google,"potongan ongkir sangat rendah, aplikasi ini tidak pantas mendapatkan bintang 5",1
Pengguna Google,"Metode pembayaran saya di blokir tanpa alasan yang jelas, issu melanggar ketentuan padahal murni untuk transaksi aja",1
Pengguna Google,sangat membantu.semoga barangnya yg mau d kirim baik,5
Pengguna Google,Mantul Mantap betul,5
Pengguna Google,"Applikasi tidak amanah, lebih membela seller tanpa mempertimbangkan hak pembeli, pengiriman terlalu lama, pengajuan pembatalan harus menunggu persetujuan penjual, beda dengan app sebelah, jika barang belum dikirim maka jika pembeli ingin membatalkan langsung diproses tanpa menunggu persetujuan penjual.",1
Pengguna Google,"kurir rekomendasi gak jalan, banyak barang gak bisa di beli, tolong perbaiki kurirnya, NYUSAHIN PEMBELI",1
Pengguna Google,tokped mantep,5
Pengguna Google,Apk ga mau Rugi!!! Udh dapet voucher 45k setelah co malah di batalkan sistem mana voucher nya ga kembali lagi😠 auto unistal apk begini bintang 0,1
Pengguna Google,"SISTEM BUSUK!!! PAKAI SAMEDAY DARI PAGI GA ADA 1 PUN DRIVER AMBIL. PAKAI INSTANT DARI JAM 3 SORE GA ADA DRIVER AMBIL JUGA, SEKALI AMBIL LANGSUNG CANCLE. KOMPLAIN SELLER JUGA GA NGERTI KARNA SISTEM OTOMATIS DARI TOKPED. KOMPLAIN TOKPED GA PERNAH SEKALIPUN ADA SOLUSI. YANG PASTI SAYA RUGI ONGKIR SAMEDAY, RUGI ONGKIR INSTANT, RUGI WAKTU, DAN HAL LAIN YANG SEHARUSNYA BARANG TERSEBUT SAYA BUTUH UNTUK DIGUNAKAN HARI INI. SE SAMPAH ITU KAH SISTEM KALIAN?!!!",1
Pengguna Google,aplikasi ini sangat membantu makasih,5
Pengguna Google,mudah dan murah trimakasih tokopedia,5
Pengguna Google,Pengiriman lambat masa udah di kurir 3 hari gak sampai,3
Pengguna Google,"saya kurang merekomendasi kan toko pedia sebagai eccm- karena tokopedia kurang memberi detail layanan tracker barang,tidak memberi informasi terkait kurir. hari ini adalah hari ke 6 pesanan saya tidak sampai ke tujuan.",1
Pengguna Google,Good,5
Pengguna Google,ok,5
Pengguna Google,ekspedisi nya lelet semua. cepetan shope,1
Pengguna Google,"Jujur saya kecewa pada malam hari jam 22.17 server leg, mau pesan barang malah otomatis ke batalkan karena alasan invoice, alasan seperti itu tak menjelaskan kesalahan pembeli walaupun bisa diperiksa tapi sudah saya bilang server leg dan mau minta bantuan ke cs tidak muncul-muncul, apalagi saya benar-benar kecewa karena pesanan dibatalkan otomatis oleh sistem saya jadi kena pelanggaran dan tidak bisa pesan barang lewat Cod. Tolong developer dengarkan keluh kesah ini, yakin orang lain juga begini",3
Pengguna Google,"Ongkir turunin napa? Percuma juga kasih diskon harga kalau ongkir perlu bayar juga, mana mahal lagi masa harus bayar 20-24k. Wkwk mana sudi gw, sama saja kalau gitu mending gk usah diskon diskon segala, percuma kalau ongkir pun masih ada harga barang tetap sama. 👎",2
Pengguna Google,"halo lebih di tingkatkan lagi fiturnya dan lain lain jangan bikin bingung,menurutku kalau di shop tiktok itu bagus tampilanya dari pada di tokpednya jadi afliate nya tapi ngak bisa nge tag produk dan ngak bisa ngepos foto ,😮‍💨 lapoe email ngak belum di respon",1
Pengguna Google,"Bug, lag",1
Pengguna Google,the best,5
Pengguna Google,"Barang murah tapi ongkir gak di kasih diskon, kalo di aplikasi sebelah harga diskon ongkir Mun murah. Ongkirnya di kasih diskon dong",3
Pengguna Google,"Saller nakal dan prosedur refund dari tokopedia ribet sekali. Jelas2 kesalahan dari seller. Barang sudah sampai pada seller, tapi dana refund tidak cair2. Setelah ini gak lagi2 pake dah",1
Pengguna Google,Bagus apk nya bisa ada promo nya,5
Pengguna Google,"pembayaran cepat, pengembalian dana bagus, barang sesuai",5
Pengguna Google,ok,5
Pengguna Google,Bagus apk nya,5
Pengguna Google,baik,5
Pengguna Google,Oke,5
Pengguna Google,"Selamat malam, tolong bantuannya dari pihak tokopedia. Saya mendapatkan pesan melalui gmail, bahwa akun tokopedia yang tercantum gmail saya telah login diperangkat lain. Saya kaget, kok bisa lolos verifikasi tanpa sepengetahuan pemilik gmail? Tolong tangguhkan akun tersebut! User id 14852988 Dengan data gmail saya pribadi. Sedangkan no wa yang terdaftar wa orang asing yang tak dikenal. Mau saya ubah gak bisa karna verifikasi perubahan apapun pake nomor. Berasa dihack data saya! Tolong!",1
Pengguna Google,sering dapat promo tapi tiap udah co pasti dibatalin.. kenapa Tokoped sekarang gini🙄,1
Pengguna Google,"Tokped gk da pilihan batalkan pesanan kh? Co tgl 6 tgl 7 status menunggu kurir,beberapa kali chat penjual nya gk di bls,ni baru dpt blsan penjual ternyata barang nya kosong tp gk bsa di batalkan status nya masih sma menunggu kurir smpai skrng.",3
Pengguna Google,baik dan cepat,5
Pengguna Google,Semoga lancar,4
Pengguna Google,ok good,5
Pengguna Google,mantablah kuy,5
Pengguna Google,"Lagi lagi belanja disini membuat kecewa barang tdk sesuai admin seperti berpihak ke penjual, tdk mau liat bukti barang yg rusak dr penjual nakal",1
Pengguna Google,"Ada notif pesan, tapi waktu buka pesan & di refresh gak ada pesan. Tapi iconnya selalu ada 3 pesan belum di baca.",2
Pengguna Google,Susah kasih bintang setelah transaksi selesai,3
Pengguna Google,Tokopedia sering forclose tiba2 dan tampilan loading + notifikasi klaim kupon malah memperlambat kinerja,3
Pengguna Google,sangat bagus,5
Pengguna Google,"yang mau aktifin gopaylater pikir pikir dulu dah wkkwk , denda nya gak ngotak + telat 1 hari kena denda 50 ribu wkwkw , mending apk sebelah telat bayar paling denda 2% , + wa lu juga bakal di spam ama dc + diancam agar dibayar hari itu juga 😂🤣🤣",1
Pengguna Google,Klaim asuransi saya 13.5jt ga turun padahal barang sudah saya kirim. Dzolim sumpah,1
Pengguna Google,"Bintang satu. pengiriman sangat lambat c, dan bonus voucher gak bisa digunakan. Mending beli di toko sebelah.",1
Pengguna Google,OK baik,5
Pengguna Google,Ini gimana caranya hapus chat,5
Pengguna Google,"pengiriman lama, barang juga ga di kirim sesuai alamat, jelek",1
Pengguna Google,Oke baguss,4
Pengguna Google,Bos tokped. Benerin lah aplikasi. Makin lama di pake makin lemot aja lah . Buka 1 produk jg lamanya . Benerin lg yah. Dr pd gw pundah ke oren,2
Pengguna Google,Semakin kesini semakin mengecewakan saja.. Bebas ongkirnya akal-akalan.. semakin ngibul.. ga ada yg benar-benar murni bebas ongkir. Bintangnya sy kurangi 3 yah..,2
Pengguna Google,Semoga berkah dan sukses,5
Pengguna Google,sangat mengecewakan pengiriman selalu lambat. pesenan juga slow respon. pesenan sudah 3hari masih dalam proses belum dikirm. pihak tokopedia juga nggak tegas payah payah payah,1
Pengguna Google,kasih bintang 5 karena saya merasa puas belanja d tokped,5
Pengguna Google,"Kasi promo terus,,pas sudah di pakai voucher promo malah di batalkan siste",1
Pengguna Google,Alhamdulillah murah...,5
Pengguna Google,Kalo user mau update apk pasti d update.. Ga usah pake notif setiap pindah menu muncul terus.. Itu sangat mengganggu..,1
Pengguna Google,oke,3
Pengguna Google,pesanannya tiba-tiba dibatalkan yang awalnya dapat potongan harga setelahnya gak ada,2
Pengguna Google,"Kenapa sering muncul ""Produk tidak tersedia untuk Android"" ??? Apa sekarang cuma di khususkan untuk pengguna selain Android?",5
Pengguna Google,okeh,5
Pengguna Google,"Saya minta suapaya apk ini di ubdate dan diberi fitur gogle maps Dan kirim nomor kurir yang bawa paket Soalnya bisa langsung nanya le kurirnya ""paket saaya kapan bisa dikirim kerumahnya"" Soalnya saya punya paket udah nyampe kurir tapi gak dateng dateng Masa harus nunggu estimasi tanggal sampai Mana lama lagi Tolong tokopedia di update apknya Kalau sudah baru saya kasih bintang 5",3
Pengguna Google,Good,5
Pengguna Google,👍👍👍,5
Pengguna Google,KELEBIHANNYA BAYAR LEWAT MANAPUN BISA🌟🏆🌟KOMPLIT DAN CEPAT TANGGAP🏆💯🏆💯,5
Pengguna Google,good job,5
Pengguna Google,oke,5
Pengguna Google,good app,5
Pengguna Google,mantaaap,5
Pengguna Google,"sedikit masukkan untuk kalian para developer Tokopedia. mbok ya Tokopedia dikasih rating untuk ekspedisi jasa pengiriman. jadi kan kita bisa ngasih ulasan buat para ekspedisi bukan cuman produk nya doang. terkadang kita juga mendapatkan perlakuan random baik secara estimasi pengirimannya, barang yang penyok, kurir yang agak gimana. jadi para ekspedisi biar bisa berbenah lewat ratingnya sebagai bahan evaluasi mereka",3
Pengguna Google,Good,5
Pengguna Google,"kalo ongkirnya dikit lgsg dibatalin sama sistemnya jir pelit ongkir co, 2x kaya gitu tapi yg kena malah semua akunku gadapet promo lagi. but sejauh ini produknya (semisal promo) murah bgt tp yaa minusnya gitu deh",3
Pengguna Google,ok,5
Pengguna Google,good,5
Pengguna Google,Sudah lancar kembali,5
Pengguna Google,mudah dn dpt d percaya,5
Pengguna Google,"Saya mau mengajukan komplain, saat saya klik tombol ""ajukan komplain"" malah tertolak. Gak ada solusi dari CS Tokopedia. Gak ada solusi dr penjual juga. Bagaimana ini?",2
Pengguna Google,Bagus,5
Pengguna Google,ok,5
Pengguna Google,Saya kasih bintang 2 karna rekomendasi pengeriman dari pihak tokped menggunakan ID express sangat tidak rekomendasi karna pelayanannya buruk banget,2
Pengguna Google,bagus,4
Pengguna Google,"Sy coba belanja lewat toko ini, barang gua nyampe² Toko apaAn",1
Pengguna Google,"bagus sangat bermanfaat, bnyk diskon harga murah",5
Pengguna Google,"pesan instan dll sangat lambat, disemua toko",1
Pengguna Google,"sangat membantu, layanan bagus belanja lebih mudah",5
Pengguna Google,"Pelayanan tokepedia tidak memuaskan klau ada bintang nol sya ksih nol dah,bisanya cuman bisa ngambil untung doang dari transaksi mending apk oren...",1
Pengguna Google,baii,4
Pengguna Google,waa. penggunaan Tokopedia sangat mudah tapi masih banyak penjual yang licik,5
Pengguna Google,Minta update padahal udah update terbaru,1
Pengguna Google,"Halo kak saya ada beli barang di hari Sabtu pas saya check out udh langsung cancel kanmalah sama penjual nya di tolak dan gopay nya tidak di balikin dan malah proses pengiriman tapi , saya sudah ajukan di chat tapi ga cepat di repson nya tolong tindakan nya secepat nya",1
Pengguna Google,"Maaf aku kasih bintang 1, ga tau kenapa tiba² gopaylaterku diblokir pdahal tgl 1 pas jatuh tempo kemaren udah aku bayar sesuai rincian",1
Pengguna Google,Ga asik lagi Toped.. terlalu berpihak pada seller yg sesuka hati ganti harga..bye,1
Pengguna Google,"Bahwa penggunaan kembang api dan petasan diatur dalam Undang-Undang Bunga Api Tahun 1932; Lembaran Negara No 41 Tahun 1940 tentang Pelaksanaan Undang-Undang Bunga Api Tahun 1939 pasal 2; Undang-Undang Darurat No 12 Tahun 1951; pasal 359 KUHP; pasal 188 KUHP serta Peraturan Kapolri No. 17 Tahun 2017 tentang Perijinan Pengamanan, Pengawasan, dan Pengendalian Bahan Peledak Komersial. Tokopedia harus tegas terhadap benda yang di larangan terutama petasan berbahaya bagi anak-anak dan bayi",1
Pengguna Google,Aslinya sih aku suka belanja di tokopedia tapi pengirimannya lama sekaliiii dan informasi tentang status pengiriman pun tidak jelas,3
Pengguna Google,"Menyediakan promo, tapi di batalkan sistem, yang refund susah di cairkan, ga rekomen banget pake tokped",1
Pengguna Google,"apasi kurir gak jelas udah 2mggu belum dijemput""pesanan",1
Pengguna Google,sangat mantap dan nyaman,5
Pengguna Google,Penggantarannya lama sekali,1
Pengguna Google,Pantesan banyak rating bintang 1 Emang aplikasi gak kompeten Pantesan kalah saing sama shopee,1
Pengguna Google,Kurir rekomendasi nya bayar tapi kualitas sangat 👎👎👎,1
Pengguna Google,Poko Tokopedia top,5
Pengguna Google,"stop pake id express yaaa, mending JNE/ jnt aja udah bener kurir nya, udah gila Expres apaan gada express"" nya",2
Pengguna Google,sangat membantu ketika kita membutuhkan sesuatu saat kita dalam kondisi tidak pegang uang.,5
Pengguna Google,"Ini bug apa kebijakan? Ngeselin banget! Ada diskon potongan harga 15K pas mau pembayaran masukin PIN via gopay. Sengaja mau kembali dulu buat ngecek lagi, eh diskonnya malah ilangg!!",2
Pengguna Google,Jelek kurir rekomendasinya terutama J&T pengirimannya sangat lambat ongkir mahal..haha..,2
Pengguna Google,Kecewa dengan pengiriman nya sangat lama beda sama toko oren,2
Pengguna Google,proses cepat,4
Pengguna Google,"Dana saya g tau kemana,jadi milik siapa. Cs Tokopediacare tidak ada solusi malah bikin bingung jawabannya. Cs tokopedia wa juga g ada jawaban untuk dana saya. Review akan saya edit kalau ada kejelasan untuk dana saya kemana. Terimakasih.",1
Pengguna Google,Mengecewakan app ini bikin rugi orang lain app ini sudah dua kali di rugikan Krena pesan barang taunya toko offline bahkan sampai saat ini offline kalau offline kenapa harus ada di app seharusnya ada pemberitahuan khusus soal itu memang mengecewakan,1
Pengguna Google,"Layanan tidak memuaskan tidak bisa komplain pada hari saat barang sampai, apk belanja online terburuk mending shopeeeeeeee",1
Pengguna Google,Tokopedia gak guna skrg .. saya ajukan komplen barang bermasalah dan meminta pick up baranf yg bermasalah barangnya tidak di pick up. dan tiba tiba saja pesanan selesai .. karena komplen selesai . . kan aneh . saya rugi dapat barang rusak yg ratusan ribu tanpa pertanggung jawaban tokopedia.. buat apa asa fitu konfirmasi pesanan dan komplen pesanan.. udh gitu chat bot nya gangguan dan responnya lemot ga guna.. Rugi saya ... tanggung jawab tokopedia,1
Pengguna Google,Asli jangan mau download aplikasi ini tokopedia fiturnya gak guna kalau mau belanja di Shopee aja tau lazada jelek amat,1
Pengguna Google,Toped burik lama2,1
Pengguna Google,"Icon voucher nya mana? Kok malah ilang, mau liat list voucher gabisaa",1
Pengguna Google,wahhh bagus banget,5
Pengguna Google,"Walaupun masih ada kendala disana sini seperti contoh aplikasi masih termasuk lamban untuk era sekarang ini mungkin dikarenakan butuh server yang sangat mumpuni untuk melayani begitu banyak tugas aplikasi , namun aplikasi masuk kategori aplikasi yang bagus menurut saya .",5
Pengguna Google,Sempurna sekali aplikasih ini,5
Pengguna Google,"Kecewa banget, masa kemarin udah cekout barang yang berdiskon, dan udah bayar. Malah di batalkan sistem. Pas cek barang yg sama udah ga diskon lagi. Klo ga niat kasih diskon. Ga usah embel2 bertuliskan diskon gitu. Bikin kecewa aja.",1
Pengguna Google,voucher promo ga jelas infonya,4
Pengguna Google,pernah punya pengalaman kurang menyenangkan belanja di sisi. komplain barang tidak lengkap ditolak seller karena tidak ada video unboxing (susah upload😔) harusnya ada aturan seller menimbang berat barang sebenarnya sebelum masuk kurir. pembeli juga menimbang sebelum dibuka untuk memastikan barang yg diterima sama persis. jadi ada jejak forensik yg jelas,3
Pengguna Google,Sudah mulai,1
Pengguna Google,Paling suka belanja di tokped,5
Pengguna Google,"Jasa kirim tolong diganti dengan yang lebih amanah pak, usahakan jangan siCepat, dan JNE, tidak pernah tepat waktu untuk tiba paket",2
Pengguna Google,"Sepertinya ada bug di Tokopedia, Tiba-tiba Keluar akun sendiri dan susah verifikasi, (Samsung Galaxy A05) Mohon perbaiki, Terimakasih",3
Pengguna Google,Makin kesini kurir rekomendasi nya banyak abal abal.. ngehambat kerjaan orang jadinya..,1
Pengguna Google,Mudah,5
Pengguna Google,Ok,5
Pengguna Google,"sering banget bermasalah kalau beli sesuatu ditokoes.semua kebijakannya nyusahin pembeli.proses pembatalan susah,retur barang susah,bahkan mau chat sama cs aja susah.cukup tau aja sih tokped ini ancur banget.",1
Pengguna Google,bagus apk nya belanja nya juga murah murah,5
Pengguna Google,"Saya tidak bisa menggunakan voucher apapun, dengan alasan akun saya melanggar aturan, padahal saya tidak tahu dan tidak melanggar apapun",1
Pengguna Google,Mantap,5
Pengguna Google,Saya sebagai seller sangat di rugikan dengan kebijakan Tokopedia. Aplikasi jelek sepanjang masa,1
Pengguna Google,"isi pesan chat dikolom pesan tidak bisa dibuka lagi isinya , sehingga pesan chat dari pembeli tidak bisa dibuka",5
Pengguna Google,"PARAH BGT SOLUSI DARI TOKOPEDIA, BELI BRG DARI 27 FEB, SAMPAI 10 MARET, GA JELAS ITU BRG ADA DMN, SOLUSI TOKOPEDIACARE KELAMAAN, DUIT GA BALIK², PEMBELI HRS MENUNGGU 3 HARI UTK INVESTIGASI BRG, STLH 3 HARI, MSH DIPERPANJANG MAKIN GA JELAS, MENGECEWAKAN!!!!! SAYA SDH SKRINSUT UTK BUKTINYA!!!",1
Pengguna Google,KEBAANYAKAN UPDATE MENUH MENUHIN RUANG AJAA,1
Pengguna Google,Terlalu sulitembuat pin,1
Pengguna Google,Diskon nya gak ngontak voucher ongkir nya selalu ada,5
Pengguna Google,"gajelas, kurir rekomendasi sejatinya unrecomended, seminggu loh paket saya gak bergerak, mending di toko oren",1
Pengguna Google,ok siiiiiiiih,5
Pengguna Google,cukup bintang yg bicara.,5
Pengguna Google,"Kalian bikin aplikasi ini smakin ditinggalkn pengguna setia. Saya menggunakan apk ini bbrp bln sejak muncul pertama kali, tp skrg jd smakin malas menggunakan krn terus menerus muncul notifikasi WAJIB UPDATE yg sangat mengganggu smtr hampir stiap bln pasti ada update even bulanan 1-1; 2-2; 3-3 dst.. Pdhal tdk semua pengguna mengejar event tsb. Dan jika trjadi komplain/mslh transaksi di event² tsb, pembelilah yg dirugikan krn pngantian hanya sbatas uang yg disetor bkn hrga brng sblm diskon. RUGI!",1
Pengguna Google,bagus banyak promonya,5
Pengguna Google,bagus.,5
Pengguna Google,mantap,5
Pengguna Google,apalaj ni aplikasi nyediain kurir nggk becus kerja semua ongkir mahal pelayanan nggk becus paket nggk gerak gerak apalah pantes mulai sepi aplikasi mending ke shoope aja yg jelas kerja kurirnya,1
